0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0.170094,1,1
0,0,0,0,0.311643,1,2
0,0,0,0,0.517467,1,3
0,0,0,0,0.435079,1,4
0,0,0,0,0.323966,1,5
0,0,0,0,0.312664,1,6
0,0,0,0,0.245057,1,7
0,0,0,0,0.471171,1,8
0,0,0,0,0.539027,1,9
0,0,0,0,0.359829,1,10
0,0,0,0,0.117979,1,11
0,0,0,0,0.299363,1,12
0,0,0,0,0.127703,1,13
0,0,0,0,-0.0574021,1,14
0,0,0,0,0.19206,1,15
0,0,0,0,0.198526,1,16
0,0,0,0,0.254846,1,17
0,0,0,0,0.323622,1,18
0,0,0,0,0.326831,1,19
0,0,0,0,0.223089,1,20
0,0,0,0,0.236462,1,21
0,0,0,0,0.286348,1,22
0,0,0,0,0.178005,1,23
0,0,0,0,0.331867,1,24
0,0,0,0,0.54699,1,25
0,0,0,0,0.559987,1,26
0,0,0,0,0.406094,1,27
0,0,0,0,0.60121,1,28
0,0,0,0,0.383296,1,29
0,0,0,0,0.362147,1,30
0,0,0,0,0.493007,1,31
0,0,0,0,0.694111,1,32
0,0,0,0,0.577444,1,33
0,0,0,0,0.515047,1,34
0,0,0,0,0.521315,1,35
0,0,0,0,0.537118,1,36
0,0,0,0,0.568299,1,37
0,0,0,0,0.783704,1,38
0,0,0,0,0.675851,1,39
0,0,0,0,0.74584,1,40
0,0,0,0,0.839771,1,41
0,0,0,0,0.869719,1,42
0,0,0,0,1,1,43
0,0,0,0,1,1,44
0,0,0,0,0.92518,1,45
0,0,0,0,1,1,46
0,0,0,0,1,1,47
0,0,0,0,1,1,48
0,0,0,0,1,1,49
0,0,0,0,1,1,50
0,0,0,0,0.991245,1,51
0,0,0,0,1,1,52
0,0,0,0,1,1,53
0,0,0,0,1,1,54
0,0,0,0,1,1,55
0,0,0,0,1,1,56
0,0,0,0,0.973517,1,57
0,0,0,0,0.817283,1,58
0,0,0,0,0.845505,1,59
0,0,0,0,1,1,60
0,0,0,0,0.801586,1,61
0,0,0,0,0.799308,1,62
0,0,0,0,1,1,63
0,0,0,0,1,1,64
0,0,0,0,1,1,65
0,0,0,0,0.89708,1,66
0,0,0,0,0.939324,1,67
0,0,0,0,0.765519,1,68
0,0,0,0,0.578257,1,69
0,0,0,0,0.410308,1,70
0,0,0,0,0.623043,1,71
0,0,0,0,0.399307,1,72
0,0,0,0,0.237413,1,73
0,0,0,0,0.386312,1,74
0,0,0,0,0.464594,1,75
0,0,0,0,0.534323,1,76
0,0,0,0,0.331063,1,77
0,0,0,0,0.341168,1,78
0,0,0,0,0.126121,1,79
0,0,0,0,0.145411,1,80
0,0,0,0,0.18207,1,81
0,0,0,0,-0.0419602,1,82
0,0,0,0,0.208037,1,83
0,0,0,0,0.403014,1,84
0,0,0,0,0.651914,1,85
0,0,0,0,0.837184,1,86
0,0,0,0,1,1,87
0,0,0,0,1,1,88
0,0,0,0,0.831566,1,89
0,0,0,0,1,1,90
0,0,0,0,0.929548,1,91
0,0,0,0,0.969263,1,92
0,0,0,0,1,1,93
0,0,0,0,1,1,94
0,0,0,0,1,1,95
0,0,0,0,1,1,96
0,0,0,0,1,1,97
0,0,0,0,0.76771,1,98
0,0,0,0,0.93433,1,99
0,0,0,0,1,1,100
0,0,0,0,1,1,101
7.32268e-05,3.25797e-09,9.87334e-05,0.161347,1,2,0
0.000506039,1.65235e-07,0.000682304,0.161347,1,2,1
0.00153549,1.54496e-06,0.00207034,0.161347,1,2,2
0.00334722,7.39597e-06,0.00451315,0.161347,1,2,3
0.00620419,2.54596e-05,0.00836535,0.161347,1,2,4
0.00982197,6.40759e-05,0.0132436,0.161347,1,2,5
0.0146726,0.00014339,0.0197847,0.161347,1,2,6
0.0206794,0.000285271,0.0277525,0.161347,0.914389,2,7
0.027868,0.000514679,0.036351,0.161347,0.701469,2,8
0.0362619,0.000854955,0.0448034,0.161347,0.563297,2,9
0.0458838,0.00132305,0.0525073,0.161347,0.56864,2,10
0.0567045,0.00212467,0.0567866,0.161347,0.458661,2,11
0.068688,0.0036154,0.0625821,0.161347,0.568295,2,12
0.0818224,0.00562566,0.0702645,0.161347,0.554037,2,13
0.0960985,0.00809972,0.0793463,0.161347,0.776196,2,14
0.111491,0.0110934,0.0904012,0.161347,0.858021,2,15
0.127913,0.0147844,0.104524,0.161347,0.825277,2,16
0.145344,0.0191971,0.120984,0.161347,0.747749,2,17
0.163782,0.0242103,0.138246,0.161347,0.91437,2,18
0.183189,0.029898,0.157149,0.161347,1,2,19
0.203412,0.0364701,0.179185,0.161347,0.990968,2,20
0.224465,0.0439883,0.203664,0.161347,1,2,21
0.246233,0.0524316,0.229883,0.161347,1,2,22
0.268744,0.0618446,0.257558,0.161347,0.956992,2,23
0.291914,0.0721923,0.285999,0.161347,1,2,24
0.315681,0.0835482,0.315643,0.161347,0.923558,2,25
0.33998,0.0958855,0.345732,0.161347,0.978111,2,26
0.364771,0.109293,0.376825,0.161347,1,2,27
0.38996,0.123866,0.409367,0.161347,1,2,28
0.415448,0.139632,0.443111,0.161347,1,2,29
0.441158,0.156622,0.477891,0.161347,1,2,30
0.466987,0.174854,0.513578,0.161347,1,2,31
0.492912,0.194402,0.550197,0.161347,1,2,32
0.51883,0.215287,0.587686,0.161347,1,2,33
0.5446,0.237488,0.625897,0.161347,0.805638,2,34
0.570242,0.260969,0.663662,0.161347,0.843983,2,35
0.595782,0.285677,0.700137,0.161347,0.927261,2,36
0.621002,0.311651,0.736965,0.161347,1,2,37
0.645788,0.339069,0.775627,0.161347,0.914821,2,38
0.670021,0.367828,0.815056,0.161347,1,2,39
0.693608,0.397966,0.855576,0.161347,1,2,40
0.71641,0.429517,0.897563,0.161347,0.844101,2,41
0.738428,0.462401,0.939467,0.161347,1,2,42
0.759557,0.496548,0.981317,0.161347,1,2,43
0.779611,0.532061,1.02471,0.161347,0.810572,2,44
0.798583,0.568822,1.06804,0.161347,0.752488,2,45
0.816608,0.606732,1.10909,0.161347,0.974013,2,46
0.833513,0.645739,1.14944,0.161347,1,2,47
0.848993,0.685931,1.19207,0.161347,1,2,48
0.862874,0.727184,1.23695,0.161347,1,2,49
0.87512,0.769534,1.28352,0.161347,1,2,50
0.885641,0.8129,1.33132,0.161347,0.999072,2,51
0.894344,0.857161,1.37995,0.161347,0.83045,2,52
0.901252,0.902177,1.428,0.161347,1,2,53
0.906317,0.947951,1.4757,0.161347,1,2,54
0.909308,0.994375,1.52472,0.161347,0.997989,2,55
0.910162,1.04133,1.57472,0.161347,0.838199,2,56
0.908931,1.08871,1.62428,0.161347,0.951974,2,57
